Condition,Area,M_Mean,M_Min,M_Max,M_Int_Den,M_Raw_Int_Den,A_Mean,A_Min,A_Max,A_Int_Den,A_Raw_Int_Den,M_A_Ratio
CHIP CON,NA,7365.709,4752,13392,43767040,43767040,17682.765,4560,44432,190496432,190496432,0.41654735557476447
CHIP CON,NA,7365.709,4752,13392,43767040,43767040,7318.656,1728,25792,36768928,36768928,1.0064291859051717
CHIP CON,NA,7365.709,4752,13392,43767040,43767040,5618.65,2592,12256,33386016,33386016,1.3109392825678767
CHIP CON,NA,7365.709,4752,13392,43767040,43767040,14218.046,3968,38096,101516848,101516848,0.5180535356264848
CHIP CON,NA,10095.46,5296,23600,72081584,72081584,10200.145,1328,60128,94534944,94534944,0.9897369106027413
CHIP CON,NA,10095.46,5296,23600,72081584,72081584,17682.765,4560,44432,190496432,190496432,0.5709208938760425
CHIP CON,NA,10095.46,5296,23600,72081584,72081584,7318.656,1728,25792,36768928,36768928,1.3794144717281422
CHIP CON,NA,10095.46,5296,23600,72081584,72081584,5618.65,2592,12256,33386016,33386016,1.7967768058163438
CHIP CON,NA,10095.46,5296,23600,72081584,72081584,14218.046,3968,38096,101516848,101516848,0.7100455294630499
CHIP CON,NA,8195.347,4912,16416,48344352,48344352,7925.845,3200,21280,46754560,46754560,1.0340029359645564
CHIP CON,NA,8195.347,4912,16416,48344352,48344352,14659.537,3248,55360,125001872,125001872,0.559045418692282
CHIP CON,NA,8195.347,4912,16416,48344352,48344352,8233.889,1184,33168,82956432,82956432,0.9953191013383834
CHIP CON,NA,8195.347,4912,16416,48344352,48344352,9543.065,4448,27360,46293408,46293408,0.8587751419486297
CHIP CON,NA,8195.347,4912,16416,48344352,48344352,8290.625,2512,17536,39065424,39065424,0.9885077421786657
CHIP CON,NA,8219.818,5056,13840,70090384,70090384,7925.845,3200,21280,46754560,46754560,1.0370904301055597
CHIP CON,NA,8219.818,5056,13840,70090384,70090384,14659.537,3248,55360,125001872,125001872,0.5607147074290272
CHIP CON,NA,8219.818,5056,13840,70090384,70090384,8233.889,1184,33168,82956432,82956432,0.9982910869942503
CHIP CON,NA,8219.818,5056,13840,70090384,70090384,9543.065,4448,27360,46293408,46293408,0.8613394124424385
CHIP CON,NA,8219.818,5056,13840,70090384,70090384,8290.625,2512,17536,39065424,39065424,0.9914593893705238
CHIP CON,NA,8152.587,4928,20576,82137312,82137312,7925.845,3200,21280,46754560,46754560,1.0286079276089806
CHIP CON,NA,8152.587,4928,20576,82137312,82137312,14659.537,3248,55360,125001872,125001872,0.5561285462153409
CHIP CON,NA,8152.587,4928,20576,82137312,82137312,8233.889,1184,33168,82956432,82956432,0.9901259295577097
CHIP CON,NA,8152.587,4928,20576,82137312,82137312,9543.065,4448,27360,46293408,46293408,0.8542944012222489
CHIP CON,NA,8152.587,4928,20576,82137312,82137312,8290.625,2512,17536,39065424,39065424,0.9833501093102149
CHIP CON,NA,7277.793,4688,12096,35304576,35304576,7925.845,3200,21280,46754560,46754560,0.9182355950690431
CHIP CON,NA,7277.793,4688,12096,35304576,35304576,14659.537,3248,55360,125001872,125001872,0.4964544923894936
CHIP CON,NA,7277.793,4688,12096,35304576,35304576,8233.889,1184,33168,82956432,82956432,0.8838828164916968
CHIP CON,NA,7277.793,4688,12096,35304576,35304576,9543.065,4448,27360,46293408,46293408,0.7626263679436323
CHIP CON,NA,7277.793,4688,12096,35304576,35304576,8290.625,2512,17536,39065424,39065424,0.8778340595552204
CHIP CON,NA,8099.26,5072,12560,38163712,38163712,7925.845,3200,21280,46754560,46754560,1.0218796860145511
CHIP CON,NA,8099.26,5072,12560,38163712,38163712,14659.537,3248,55360,125001872,125001872,0.5524908460615093
CHIP CON,NA,8099.26,5072,12560,38163712,38163712,8233.889,1184,33168,82956432,82956432,0.9836494030949411
CHIP CON,NA,8099.26,5072,12560,38163712,38163712,9543.065,4448,27360,46293408,46293408,0.8487063642550899
CHIP CON,NA,8099.26,5072,12560,38163712,38163712,8290.625,2512,17536,39065424,39065424,0.9769179042593291
CHIP FOG,NA,4410.615,2384,9856,35293744,35293744,19790.634,2592,37040,158364656,158364656,0.22286375464272645
CHIP FOG,NA,4410.615,2384,9856,35293744,35293744,26955.599,1856,63216,326998368,326998368,0.16362518970548567
CHIP FOG,NA,4410.615,2384,9856,35293744,35293744,33059.742,3472,65504,175414992,175414992,0.13341347309969934
CHIP FOG,NA,4410.615,2384,9856,35293744,35293744,25612.275,2208,65504,291979936,291979936,0.17220707648969097
CHIP FOG,NA,4410.615,2384,9856,35293744,35293744,27107.457,2256,65504,318078896,318078896,0.1627085491641654
CHIP FOG,NA,4019.693,2000,11696,48762896,48762896,19790.634,2592,37040,158364656,158364656,0.20311087557882182
CHIP FOG,NA,4019.693,2000,11696,48762896,48762896,26955.599,1856,63216,326998368,326998368,0.14912274811626336
CHIP FOG,NA,4019.693,2000,11696,48762896,48762896,33059.742,3472,65504,175414992,175414992,0.12158875892013919
CHIP FOG,NA,4019.693,2000,11696,48762896,48762896,25612.275,2208,65504,291979936,291979936,0.15694400438852074
CHIP FOG,NA,4019.693,2000,11696,48762896,48762896,27107.457,2256,65504,318078896,318078896,0.14828735133657134
CHIP FOG,NA,4673.532,2272,10880,24797760,24797760,19790.634,2592,37040,158364656,158364656,0.2361486751763486
CHIP FOG,NA,4673.532,2272,10880,24797760,24797760,26955.599,1856,63216,326998368,326998368,0.17337889616179555
CHIP FOG,NA,4673.532,2272,10880,24797760,24797760,33059.742,3472,65504,175414992,175414992,0.14136625748621995
CHIP FOG,NA,4673.532,2272,10880,24797760,24797760,25612.275,2208,65504,291979936,291979936,0.1824723496838918
CHIP FOG,NA,4673.532,2272,10880,24797760,24797760,27107.457,2256,65504,318078896,318078896,0.17240761462796014
CHIP FOG,NA,4763.853,1984,13552,54307920,54307920,19790.634,2592,37040,158364656,158364656,0.24071250067077188
CHIP FOG,NA,4763.853,1984,13552,54307920,54307920,26955.599,1856,63216,326998368,326998368,0.1767296286014642
CHIP FOG,NA,4763.853,1984,13552,54307920,54307920,33059.742,3472,65504,175414992,175414992,0.14409831147502605
CHIP FOG,NA,4763.853,1984,13552,54307920,54307920,25612.275,2208,65504,291979936,291979936,0.18599882283006877
CHIP FOG,NA,4763.853,1984,13552,54307920,54307920,27107.457,2256,65504,318078896,318078896,0.17573957601408352
CHIP FOG,NA,4458.825,2400,9536,52319856,52319856,19790.634,2592,37040,158364656,158364656,0.22529975542976544
CHIP FOG,NA,4458.825,2400,9536,52319856,52319856,26955.599,1856,63216,326998368,326998368,0.16541368641075274
CHIP FOG,NA,4458.825,2400,9536,52319856,52319856,33059.742,3472,65504,175414992,175414992,0.1348717421932694
CHIP FOG,NA,4458.825,2400,9536,52319856,52319856,25612.275,2208,65504,291979936,291979936,0.17408937706626995
CHIP FOG,NA,4458.825,2400,9536,52319856,52319856,27107.457,2256,65504,318078896,318078896,0.1644870265772256
CHIP FOG,NA,4005.018,2256,11888,51296272,51296272,10347.946,672,30592,132536496,132536496,0.3870350695683955
CHIP FOG,NA,4005.018,2256,11888,51296272,51296272,26576.423,3024,54032,156721168,156721168,0.15069815828864555
CHIP FOG,NA,4005.018,2256,11888,51296272,51296272,32108.658,4528,65504,361126080,361126080,0.12473327287611959
CHIP FOG,NA,4005.018,2256,11888,51296272,51296272,29623.703,4496,57216,397935200,397935200,0.13519639999091268
CHIP FOG,NA,4005.018,2256,11888,51296272,51296272,22617.669,3456,65504,309748976,309748976,0.17707474629680006
CHIP FOG,NA,4827.116,2176,9328,28465504,28465504,10347.946,672,30592,132536496,132536496,0.46648059431311295
CHIP FOG,NA,4827.116,2176,9328,28465504,28465504,26576.423,3024,54032,156721168,156721168,0.18163151602456057
CHIP FOG,NA,4827.116,2176,9328,28465504,28465504,32108.658,4528,65504,361126080,361126080,0.15033689667129657
CHIP FOG,NA,4827.116,2176,9328,28465504,28465504,29623.703,4496,57216,397935200,397935200,0.1629477584216936
CHIP FOG,NA,4827.116,2176,9328,28465504,28465504,22617.669,3456,65504,309748976,309748976,0.21342234692708606
CHIP FOG,NA,3929.684,2160,12176,44197152,44197152,10347.946,672,30592,132536496,132536496,0.3797549774612276
CHIP FOG,NA,3929.684,2160,12176,44197152,44197152,26576.423,3024,54032,156721168,156721168,0.1478635405524664
CHIP FOG,NA,3929.684,2160,12176,44197152,44197152,32108.658,4528,65504,361126080,361126080,0.12238705211535157
CHIP FOG,NA,3929.684,2160,12176,44197152,44197152,29623.703,4496,57216,397935200,397935200,0.13265336882428236
CHIP FOG,NA,3929.684,2160,12176,44197152,44197152,22617.669,3456,65504,309748976,309748976,0.1737439874993307
CHIP FOG,NA,3957.131,2112,8224,53156144,53156144,10347.946,672,30592,132536496,132536496,0.38240738790094186
CHIP FOG,NA,3957.131,2112,8224,53156144,53156144,26576.423,3024,54032,156721168,156721168,0.14889629804582807
CHIP FOG,NA,3957.131,2112,8224,53156144,53156144,32108.658,4528,65504,361126080,361126080,0.12324186828362618
CHIP FOG,NA,3957.131,2112,8224,53156144,53156144,29623.703,4496,57216,397935200,397935200,0.1335798904006025
CHIP FOG,NA,3957.131,2112,8224,53156144,53156144,22617.669,3456,65504,309748976,309748976,0.1749575077785425
CHIP FOG,NA,4665.718,2384,12688,63897008,63897008,10347.946,672,30592,132536496,132536496,0.45088348934174954
CHIP FOG,NA,4665.718,2384,12688,63897008,63897008,26576.423,3024,54032,156721168,156721168,0.17555853923607403
CHIP FOG,NA,4665.718,2384,12688,63897008,63897008,32108.658,4528,65504,361126080,361126080,0.14531027737129343
CHIP FOG,NA,4665.718,2384,12688,63897008,63897008,29623.703,4496,57216,397935200,397935200,0.15749948613784034
CHIP FOG,NA,4665.718,2384,12688,63897008,63897008,22617.669,3456,65504,309748976,309748976,0.2062864214698694
CHIP FOG,NA,4887.507,2304,16848,63835728,63835728,28151.252,2352,65152,367683504,367683504,0.17361597274607893
CHIP FOG,NA,4887.507,2304,16848,63835728,63835728,20940.514,2928,49168,169052768,169052768,0.23339957175836276
CHIP FOG,NA,4887.507,2304,16848,63835728,63835728,43878.672,6976,65504,716275440,716275440,0.11138684871775517
CHIP FOG,NA,4887.507,2304,16848,63835728,63835728,30296.167,2928,65504,439294416,439294416,0.16132426917240056
CHIP FOG,NA,4887.507,2304,16848,63835728,63835728,33019.95,2880,65504,316628304,316628304,0.14801678984977265
CHIP FOG,NA,4092.016,2352,8064,33034848,33034848,28151.252,2352,65152,367683504,367683504,0.14535822420970834
CHIP FOG,NA,4092.016,2352,8064,33034848,33034848,20940.514,2928,49168,169052768,169052768,0.1954114402349436
CHIP FOG,NA,4092.016,2352,8064,33034848,33034848,43878.672,6976,65504,716275440,716275440,0.09325751700051452
CHIP FOG,NA,4092.016,2352,8064,33034848,33034848,30296.167,2928,65504,439294416,439294416,0.1350671192167643
CHIP FOG,NA,4092.016,2352,8064,33034848,33034848,33019.95,2880,65504,316628304,316628304,0.1239255662107302
CHIP FOG,NA,4590.123,2272,11984,74929168,74929168,28151.252,2352,65152,367683504,367683504,0.16305217970412114
CHIP FOG,NA,4590.123,2272,11984,74929168,74929168,20940.514,2928,49168,169052768,169052768,0.2191982011520825
CHIP FOG,NA,4590.123,2272,11984,74929168,74929168,43878.672,6976,65504,716275440,716275440,0.10460943302933141
CHIP FOG,NA,4590.123,2272,11984,74929168,74929168,30296.167,2928,65504,439294416,439294416,0.15150837398011435
CHIP FOG,NA,4590.123,2272,11984,74929168,74929168,33019.95,2880,65504,316628304,316628304,0.13901059813839814
CHIP FOG,NA,4368.298,2384,9104,63340320,63340320,28151.252,2352,65152,367683504,367683504,0.15517242359238587
CHIP FOG,NA,4368.298,2384,9104,63340320,63340320,20940.514,2928,49168,169052768,169052768,0.2086050991871546
CHIP FOG,NA,4368.298,2384,9104,63340320,63340320,43878.672,6976,65504,716275440,716275440,0.09955401567303586
CHIP FOG,NA,4368.298,2384,9104,63340320,63340320,30296.167,2928,65504,439294416,439294416,0.14418649065408173
CHIP FOG,NA,4368.298,2384,9104,63340320,63340320,33019.95,2880,65504,316628304,316628304,0.1322926897224254
CHIP FOG,NA,5220.4,2304,25120,50058416,50058416,28151.252,2352,65152,367683504,367683504,0.1854411306466938
CHIP FOG,NA,5220.4,2304,25120,50058416,50058416,20940.514,2928,49168,169052768,169052768,0.24929665050246616
CHIP FOG,NA,5220.4,2304,25120,50058416,50058416,43878.672,6976,65504,716275440,716275440,0.1189735186151486
CHIP FOG,NA,5220.4,2304,25120,50058416,50058416,30296.167,2928,65504,439294416,439294416,0.1723122268239411
CHIP FOG,NA,5220.4,2304,25120,50058416,50058416,33019.95,2880,65504,316628304,316628304,0.15809836174797356
CHIP FOG,NA,4243.477,2384,8496,50399776,50399776,26131.477,2896,57744,310363552,310363552,0.16238948146712104
CHIP FOG,NA,4243.477,2384,8496,50399776,50399776,24362.835,6624,60256,322856288,322856288,0.17417829246883623
CHIP FOG,NA,4243.477,2384,8496,50399776,50399776,26820.577,5168,55648,161352592,161352592,0.15821721508825107
CHIP FOG,NA,4243.477,2384,8496,50399776,50399776,23467.382,4368,65504,228290688,228290688,0.18082447373124108
CHIP FOG,NA,4243.477,2384,8496,50399776,50399776,16180.278,1952,35472,136399744,136399744,0.26226230476386125
CHIP FOG,NA,5015.576,2224,12928,66466416,66466416,26131.477,2896,57744,310363552,310363552,0.1919361848547635
CHIP FOG,NA,5015.576,2224,12928,66466416,66466416,24362.835,6624,60256,322856288,322856288,0.2058699654617371
CHIP FOG,NA,5015.576,2224,12928,66466416,66466416,26820.577,5168,55648,161352592,161352592,0.18700477622088443
CHIP FOG,NA,5015.576,2224,12928,66466416,66466416,23467.382,4368,65504,228290688,228290688,0.21372541683601518
CHIP FOG,NA,5015.576,2224,12928,66466416,66466416,16180.278,1952,35472,136399744,136399744,0.30998082974841346
CHIP FOG,NA,4166.412,2272,7616,25065136,25065136,26131.477,2896,57744,310363552,310363552,0.15944035616509547
CHIP FOG,NA,4166.412,2272,7616,25065136,25065136,24362.835,6624,60256,322856288,322856288,0.17101507275323255
CHIP FOG,NA,4166.412,2272,7616,25065136,25065136,26820.577,5168,55648,161352592,161352592,0.15534386154332175
CHIP FOG,NA,4166.412,2272,7616,25065136,25065136,23467.382,4368,65504,228290688,228290688,0.17754055394845492
CHIP FOG,NA,4166.412,2272,7616,25065136,25065136,16180.278,1952,35472,136399744,136399744,0.257499407612156
CHIP FOG,NA,3983.788,2048,9648,38754288,38754288,26131.477,2896,57744,310363552,310363552,0.15245169647318443
CHIP FOG,NA,3983.788,2048,9648,38754288,38754288,24362.835,6624,60256,322856288,322856288,0.16351906500208208
CHIP FOG,NA,3983.788,2048,9648,38754288,38754288,26820.577,5168,55648,161352592,161352592,0.1485347612021919
CHIP FOG,NA,3983.788,2048,9648,38754288,38754288,23467.382,4368,65504,228290688,228290688,0.16975851844061685
CHIP FOG,NA,3983.788,2048,9648,38754288,38754288,16180.278,1952,35472,136399744,136399744,0.24621258052550146
CHIP FOG,NA,3972.69,2176,7728,33489776,33489776,26131.477,2896,57744,310363552,310363552,0.15202699793815713
CHIP FOG,NA,3972.69,2176,7728,33489776,33489776,24362.835,6624,60256,322856288,322856288,0.16306353509351437
CHIP FOG,NA,3972.69,2176,7728,33489776,33489776,26820.577,5168,55648,161352592,161352592,0.14812097442944647
CHIP FOG,NA,3972.69,2176,7728,33489776,33489776,23467.382,4368,65504,228290688,228290688,0.1692856067199997
CHIP FOG,NA,3972.69,2176,7728,33489776,33489776,16180.278,1952,35472,136399744,136399744,0.24552668378132933
CHIP FOG,NA,4539.434,2240,16352,65258896,65258896,17329.087,1568,44240,249122960,249122960,0.261954596915579
CHIP FOG,NA,4539.434,2240,16352,65258896,65258896,29060.85,5440,65504,421266080,421266080,0.15620444687612373
CHIP FOG,NA,4539.434,2240,16352,65258896,65258896,34494.323,7104,65504,209311552,209311552,0.13159945188661915
CHIP FOG,NA,4539.434,2240,16352,65258896,65258896,17994.494,1584,37744,149390288,149390288,0.25226794373879036
CHIP FOG,NA,4539.434,2240,16352,65258896,65258896,13006.607,1568,26096,55408144,55408144,0.3490098532230581
CHIP FOG,NA,4459.264,2288,8368,64641488,64641488,17329.087,1568,44240,249122960,249122960,0.2573282712470657
CHIP FOG,NA,4459.264,2288,8368,64641488,64641488,29060.85,5440,65504,421266080,421266080,0.15344575261907345
CHIP FOG,NA,4459.264,2288,8368,64641488,64641488,34494.323,7104,65504,209311552,209311552,0.12927530133001888
CHIP FOG,NA,4459.264,2288,8368,64641488,64641488,17994.494,1584,37744,149390288,149390288,0.24781269203790895
CHIP FOG,NA,4459.264,2288,8368,64641488,64641488,13006.607,1568,26096,55408144,55408144,0.3428460627740963
CHIP FOG,NA,4677.35,2400,8720,28382160,28382160,17329.087,1568,44240,249122960,249122960,0.2699132389375159
CHIP FOG,NA,4677.35,2400,8720,28382160,28382160,29060.85,5440,65504,421266080,421266080,0.1609502130873667
CHIP FOG,NA,4677.35,2400,8720,28382160,28382160,34494.323,7104,65504,209311552,209311552,0.13559767501452344
CHIP FOG,NA,4677.35,2400,8720,28382160,28382160,17994.494,1584,37744,149390288,149390288,0.25993228817659453
CHIP FOG,NA,4677.35,2400,8720,28382160,28382160,13006.607,1568,26096,55408144,55408144,0.3596133872577222
CHIP FOG,NA,3960.214,2064,13664,32877696,32877696,17329.087,1568,44240,249122960,249122960,0.22852987003873892
CHIP FOG,NA,3960.214,2064,13664,32877696,32877696,29060.85,5440,65504,421266080,421266080,0.13627316475602055
CHIP FOG,NA,3960.214,2064,13664,32877696,32877696,34494.323,7104,65504,209311552,209311552,0.11480770328497243
CHIP FOG,NA,3960.214,2064,13664,32877696,32877696,17994.494,1584,37744,149390288,149390288,0.2200792086734976
CHIP FOG,NA,3960.214,2064,13664,32877696,32877696,13006.607,1568,26096,55408144,55408144,0.3044771015223263
CHIP FOG,NA,4207.669,2288,7952,17924672,17924672,17329.087,1568,44240,249122960,249122960,0.24280961830245298
CHIP FOG,NA,4207.669,2288,7952,17924672,17924672,29060.85,5440,65504,421266080,421266080,0.14478822883707806
CHIP FOG,NA,4207.669,2288,7952,17924672,17924672,34494.323,7104,65504,209311552,209311552,0.12198149243282728
CHIP FOG,NA,4207.669,2288,7952,17924672,17924672,17994.494,1584,37744,149390288,149390288,0.23383091516771742
CHIP FOG,NA,4207.669,2288,7952,17924672,17924672,13006.607,1568,26096,55408144,55408144,0.32350243226384867
CHIP FOG,NA,4519.735,2432,9344,24402048,24402048,25489.476,5920,47744,137617680,137617680,0.17731768985757101
CHIP FOG,NA,4519.735,2432,9344,24402048,24402048,13862.471,1104,26880,62103872,62103872,0.3260410788235373
CHIP FOG,NA,4519.735,2432,9344,24402048,24402048,40353.805,9600,65504,300474432,300474432,0.11200269714342921
CHIP FOG,NA,4519.735,2432,9344,24402048,24402048,25439.062,3920,50816,267746128,267746128,0.17766909015749086
CHIP FOG,NA,4519.735,2432,9344,24402048,24402048,26218.836,5248,65504,315910752,315910752,0.17238503646767536
CHIP FOG,NA,3783.896,2208,7744,16951856,16951856,25489.476,5920,47744,137617680,137617680,0.14844934434901685
CHIP FOG,NA,3783.896,2208,7744,16951856,16951856,13862.471,1104,26880,62103872,62103872,0.272959705380087
CHIP FOG,NA,3783.896,2208,7744,16951856,16951856,40353.805,9600,65504,300474432,300474432,0.0937680102285274
CHIP FOG,NA,3783.896,2208,7744,16951856,16951856,25439.062,3920,50816,267746128,267746128,0.14874353464762183
CHIP FOG,NA,3783.896,2208,7744,16951856,16951856,26218.836,5248,65504,315910752,315910752,0.1443197554613027
CHIP FOG,NA,4808.125,2672,12016,35801296,35801296,25489.476,5920,47744,137617680,137617680,0.188631771010122
CHIP FOG,NA,4808.125,2672,12016,35801296,35801296,13862.471,1104,26880,62103872,62103872,0.3468447291972694
CHIP FOG,NA,4808.125,2672,12016,35801296,35801296,40353.805,9600,65504,300474432,300474432,0.11914923512169423
CHIP FOG,NA,4808.125,2672,12016,35801296,35801296,25439.062,3920,50816,267746128,267746128,0.18900559305213374
CHIP FOG,NA,4808.125,2672,12016,35801296,35801296,26218.836,5248,65504,315910752,315910752,0.18338438060331894
CHIP FOG,NA,3945.676,2288,9344,41528240,41528240,25489.476,5920,47744,137617680,137617680,0.1547962774911497
CHIP FOG,NA,3945.676,2288,9344,41528240,41528240,13862.471,1104,26880,62103872,62103872,0.2846300634280858
CHIP FOG,NA,3945.676,2288,9344,41528240,41528240,40353.805,9600,65504,300474432,300474432,0.09777704977262987
CHIP FOG,NA,3945.676,2288,9344,41528240,41528240,25439.062,3920,50816,267746128,267746128,0.1551030458591594
CHIP FOG,NA,3945.676,2288,9344,41528240,41528240,26218.836,5248,65504,315910752,315910752,0.150490128547278
CHIP FOG,NA,4826.125,2288,8496,58149984,58149984,25489.476,5920,47744,137617680,137617680,0.18933794480514232
CHIP FOG,NA,4826.125,2288,8496,58149984,58149984,13862.471,1104,26880,62103872,62103872,0.34814319900110163
CHIP FOG,NA,4826.125,2288,8496,58149984,58149984,40353.805,9600,65504,300474432,300474432,0.11959528971307662
CHIP FOG,NA,4826.125,2288,8496,58149984,58149984,25439.062,3920,50816,267746128,267746128,0.18971316631092763
CHIP FOG,NA,4826.125,2288,8496,58149984,58149984,26218.836,5248,65504,315910752,315910752,0.18407090993665776
CHIP FOG,NA,3798.807,2176,7392,27940224,27940224,20365.572,2592,61296,149788784,149788784,0.186530827614368
CHIP FOG,NA,3798.807,2176,7392,27940224,27940224,20802.74,2688,44240,145910416,145910416,0.1826108964492177
CHIP FOG,NA,3798.807,2176,7392,27940224,27940224,41913.194,3712,65504,367327232,367327232,0.0906351112253578
CHIP FOG,NA,3798.807,2176,7392,27940224,27940224,24030.853,4016,45488,229614800,229614800,0.1580804060513374
CHIP FOG,NA,3798.807,2176,7392,27940224,27940224,18245.917,2832,37504,196563264,196563264,0.20820038806490238
CHIP FOG,NA,4655.024,2368,7152,32650336,32650336,20365.572,2592,61296,149788784,149788784,0.22857320187225777
CHIP FOG,NA,4655.024,2368,7152,32650336,32650336,20802.74,2688,44240,145910416,145910416,0.2237697534074838
CHIP FOG,NA,4655.024,2368,7152,32650336,32650336,41913.194,3712,65504,367327232,367327232,0.11106345176175311
CHIP FOG,NA,4655.024,2368,7152,32650336,32650336,24030.853,4016,45488,229614800,229614800,0.1937103106577199
CHIP FOG,NA,4655.024,2368,7152,32650336,32650336,18245.917,2832,37504,196563264,196563264,0.25512688674403156
CHIP FOG,NA,4736.763,2208,10000,41512992,41512992,20365.572,2592,61296,149788784,149788784,0.23258678911645594
CHIP FOG,NA,4736.763,2208,10000,41512992,41512992,20802.74,2688,44240,145910416,145910416,0.2276989954207955
CHIP FOG,NA,4736.763,2208,10000,41512992,41512992,41913.194,3712,65504,367327232,367327232,0.11301364911488253
CHIP FOG,NA,4736.763,2208,10000,41512992,41512992,24030.853,4016,45488,229614800,229614800,0.1971117296585352
CHIP FOG,NA,4736.763,2208,10000,41512992,41512992,18245.917,2832,37504,196563264,196563264,0.2596067383184961
CHIP FOG,NA,4364.155,2416,13888,41699504,41699504,20365.572,2592,61296,149788784,149788784,0.21429081392852603
CHIP FOG,NA,4364.155,2416,13888,41699504,41699504,20802.74,2688,44240,145910416,145910416,0.20978750876086513
CHIP FOG,NA,4364.155,2416,13888,41699504,41699504,41913.194,3712,65504,367327232,367327232,0.10412365614512699
CHIP FOG,NA,4364.155,2416,13888,41699504,41699504,24030.853,4016,45488,229614800,229614800,0.18160632916359648
CHIP FOG,NA,4364.155,2416,13888,41699504,41699504,18245.917,2832,37504,196563264,196563264,0.23918529279728717
CHIP FOG,NA,4212.791,2288,7936,45384400,45384400,20365.572,2592,61296,149788784,149788784,0.20685846682823347
CHIP FOG,NA,4212.791,2288,7936,45384400,45384400,20802.74,2688,44240,145910416,145910416,0.20251135186999406
CHIP FOG,NA,4212.791,2288,7936,45384400,45384400,41913.194,3712,65504,367327232,367327232,0.10051228737184763
CHIP FOG,NA,4212.791,2288,7936,45384400,45384400,24030.853,4016,45488,229614800,229614800,0.17530759311789723
CHIP FOG,NA,4212.791,2288,7936,45384400,45384400,18245.917,2832,37504,196563264,196563264,0.23088951900855406
CHIP FOG,NA,4452.24,2240,9856,39629392,39629392,26890.275,1776,65504,239350336,239350336,0.16557063845572423
CHIP FOG,NA,4452.24,2240,9856,39629392,39629392,18313.346,2528,35264,108286816,108286816,0.24311450239623056
CHIP FOG,NA,4452.24,2240,9856,39629392,39629392,35693.052,4240,65504,296002480,296002480,0.12473688156451287
CHIP FOG,NA,4452.24,2240,9856,39629392,39629392,25384.541,3856,50304,141138048,141138048,0.1753917866783567
CHIP FOG,NA,4452.24,2240,9856,39629392,39629392,11479.24,1744,22240,50359424,50359424,0.3878514605496531
CHIP FOG,NA,3960.821,2288,7632,23420336,23420336,26890.275,1776,65504,239350336,239350336,0.14729566729979518
CHIP FOG,NA,3960.821,2288,7632,23420336,23420336,18313.346,2528,35264,108286816,108286816,0.2162805748332391
CHIP FOG,NA,3960.821,2288,7632,23420336,23420336,35693.052,4240,65504,296002480,296002480,0.1109689639316918
CHIP FOG,NA,3960.821,2288,7632,23420336,23420336,25384.541,3856,50304,141138048,141138048,0.15603279964762806
CHIP FOG,NA,3960.821,2288,7632,23420336,23420336,11479.24,1744,22240,50359424,50359424,0.3450420933790042
CHIP FOG,NA,4438.34,2368,9120,36807152,36807152,26890.275,1776,65504,239350336,239350336,0.16505372295374443
CHIP FOG,NA,4438.34,2368,9120,36807152,36807152,18313.346,2528,35264,108286816,108286816,0.24235549309230545
CHIP FOG,NA,4438.34,2368,9120,36807152,36807152,35693.052,4240,65504,296002480,296002480,0.12434745003033082
CHIP FOG,NA,4438.34,2368,9120,36807152,36807152,25384.541,3856,50304,141138048,141138048,0.17484420931621336
CHIP FOG,NA,4438.34,2368,9120,36807152,36807152,11479.24,1744,22240,50359424,50359424,0.3866405789930344
CHIP FOG,NA,4189.537,2368,9392,23293824,23293824,26890.275,1776,65504,239350336,239350336,0.1558011957854652
CHIP FOG,NA,4189.537,2368,9392,23293824,23293824,18313.346,2528,35264,108286816,108286816,0.22876960878694697
CHIP FOG,NA,4189.537,2368,9392,23293824,23293824,35693.052,4240,65504,296002480,296002480,0.11737682168507192
CHIP FOG,NA,4189.537,2368,9392,23293824,23293824,25384.541,3856,50304,141138048,141138048,0.165042850292231
CHIP FOG,NA,4189.537,2368,9392,23293824,23293824,11479.24,1744,22240,50359424,50359424,0.3649664089260265
CHIP FOG,NA,4362.635,2432,11824,19138880,19138880,26890.275,1776,65504,239350336,239350336,0.16223839287623498
CHIP FOG,NA,4362.635,2432,11824,19138880,19138880,18313.346,2528,35264,108286816,108286816,0.2382216226352082
CHIP FOG,NA,4362.635,2432,11824,19138880,19138880,35693.052,4240,65504,296002480,296002480,0.12222644900189537
CHIP FOG,NA,4362.635,2432,11824,19138880,19138880,25384.541,3856,50304,141138048,141138048,0.17186188239527356
CHIP FOG,NA,4362.635,2432,11824,19138880,19138880,11479.24,1744,22240,50359424,50359424,0.3800456301985149
CHIP FOG,NA,5342.656,2448,11024,33017616,33017616,29296.453,3392,65504,181052080,181052080,0.1823652849715288
CHIP FOG,NA,5342.656,2448,11024,33017616,33017616,27498.124,1696,54032,196639088,196639088,0.19429165422339356
CHIP FOG,NA,5342.656,2448,11024,33017616,33017616,38588.148,7024,65504,147638256,147638256,0.13845328881811067
CHIP FOG,NA,5342.656,2448,11024,33017616,33017616,24424.757,4704,55760,161545344,161545344,0.21873937169569382
CHIP FOG,NA,5342.656,2448,11024,33017616,33017616,19225.587,3120,49968,120390624,120390624,0.2778929974933925
CHIP FOG,NA,3853.991,2192,9216,27559888,27559888,29296.453,3392,65504,181052080,181052080,0.1315514543688958
