Condition,Area,M_Mean,M_Min,M_Max,M_Int_Den,M_Raw_Int_Den,A_Mean,A_Min,A_Max,A_Int_Den,A_Raw_Int_Den,M_A_Ratio
GFP CON,NA,7938.356,4704,20800,65983616,65983616,17822.567,3600,65504,122387568,122387568,0.4454103609205116
GFP CON,NA,7938.356,4704,20800,65983616,65983616,35112.219,13824,65504,291852768,291852768,0.22608528387226112
GFP CON,NA,7938.356,4704,20800,65983616,65983616,11675.93,4736,27040,121231184,121231184,0.6798906810849328
GFP CON,NA,6498.04,4544,11664,67469152,67469152,23269.633,6832,65504,185924368,185924368,0.27924978447232063
GFP CON,NA,6498.04,4544,11664,67469152,67469152,16654.364,5856,65504,136515824,136515824,0.3901704081885084
GFP CON,NA,6498.04,4544,11664,67469152,67469152,17822.567,3600,65504,122387568,122387568,0.3645961886410639
GFP CON,NA,6498.04,4544,11664,67469152,67469152,35112.219,13824,65504,291852768,291852768,0.18506491999266694
GFP CON,NA,6498.04,4544,11664,67469152,67469152,11675.93,4736,27040,121231184,121231184,0.5565329699647051
GFP CON,NA,7737.855,4848,22368,112864352,112864352,21317.57,3280,65504,310938080,310938080,0.36298016143491024
GFP CON,NA,7737.855,4848,22368,112864352,112864352,19313.296,5888,59648,229364704,229364704,0.40064911758200156
GFP CON,NA,7737.855,4848,22368,112864352,112864352,19915.271,4064,65504,203036192,203036192,0.38853877509374585
GFP CON,NA,7737.855,4848,22368,112864352,112864352,21870.221,7840,45632,191364432,191364432,0.3538078101725629
GFP CON,NA,7737.855,4848,22368,112864352,112864352,13544.786,5648,34368,70690240,70690240,0.5712792361577362
GFP CON,NA,6457.055,4432,10432,76683984,76683984,21317.57,3280,65504,310938080,310938080,0.302898266547266
GFP CON,NA,6457.055,4432,10432,76683984,76683984,19313.296,5888,59648,229364704,229364704,0.33433210985841055
GFP CON,NA,6457.055,4432,10432,76683984,76683984,19915.271,4064,65504,203036192,203036192,0.3242263185873795
GFP CON,NA,6457.055,4432,10432,76683984,76683984,21870.221,7840,45632,191364432,191364432,0.29524415871243365
GFP CON,NA,6457.055,4432,10432,76683984,76683984,13544.786,5648,34368,70690240,70690240,0.47671886436596345
GFP CON,NA,6195.632,4368,10160,63164464,63164464,21317.57,3280,65504,310938080,310938080,0.2906350020194609
GFP CON,NA,6195.632,4368,10160,63164464,63164464,19313.296,5888,59648,229364704,229364704,0.320796201746196
GFP CON,NA,6195.632,4368,10160,63164464,63164464,19915.271,4064,65504,203036192,203036192,0.31109955772130843
GFP CON,NA,6195.632,4368,10160,63164464,63164464,21870.221,7840,45632,191364432,191364432,0.2832907815609179
GFP CON,NA,6195.632,4368,10160,63164464,63164464,13544.786,5648,34368,70690240,70690240,0.45741822720565684
GFP CON,NA,7200.285,4656,13120,63002496,63002496,21317.57,3280,65504,310938080,310938080,0.33776293451833395
GFP CON,NA,7200.285,4656,13120,63002496,63002496,19313.296,5888,59648,229364704,229364704,0.37281492501331726
GFP CON,NA,7200.285,4656,13120,63002496,63002496,19915.271,4064,65504,203036192,203036192,0.36154592121794377
GFP CON,NA,7200.285,4656,13120,63002496,63002496,21870.221,7840,45632,191364432,191364432,0.3292278116439701
GFP CON,NA,7200.285,4656,13120,63002496,63002496,13544.786,5648,34368,70690240,70690240,0.5315909014730834
GFP CON,NA,6732.689,4928,10784,35137904,35137904,21317.57,3280,65504,310938080,310938080,0.31582816427951216
GFP CON,NA,6732.689,4928,10784,35137904,35137904,19313.296,5888,59648,229364704,229364704,0.3486038323028861
GFP CON,NA,6732.689,4928,10784,35137904,35137904,19915.271,4064,65504,203036192,203036192,0.3380666524698559
GFP CON,NA,6732.689,4928,10784,35137904,35137904,21870.221,7840,45632,191364432,191364432,0.3078473235364197
GFP CON,NA,6732.689,4928,10784,35137904,35137904,13544.786,5648,34368,70690240,70690240,0.49706868753777284
GFP CON,NA,6816.271,5008,14832,52812464,52812464,15244.293,6016,65504,118112784,118112784,0.44713592161997934
GFP CON,NA,6816.271,5008,14832,52812464,52812464,20243.646,3904,65504,132373200,132373200,0.33671162793500736
GFP CON,NA,6816.271,5008,14832,52812464,52812464,17282.605,4704,51376,114635520,114635520,0.3944006705007723
GFP CON,NA,6816.271,5008,14832,52812464,52812464,23428.331,7936,63200,113978832,113978832,0.29094138203869496
GFP CON,NA,6816.271,5008,14832,52812464,52812464,13788.642,5808,41520,86647824,86647824,0.49433954409723596
GFP CON,NA,7284.275,4736,12656,47631872,47631872,15244.293,6016,65504,118112784,118112784,0.47783619745435224
GFP CON,NA,7284.275,4736,12656,47631872,47631872,20243.646,3904,65504,132373200,132373200,0.35983019066822247
GFP CON,NA,7284.275,4736,12656,47631872,47631872,17282.605,4704,51376,114635520,114635520,0.42148015302091324
GFP CON,NA,7284.275,4736,12656,47631872,47631872,23428.331,7936,63200,113978832,113978832,0.31091736752396065
GFP CON,NA,7284.275,4736,12656,47631872,47631872,13788.642,5808,41520,86647824,86647824,0.5282808125702299
GFP CON,NA,6414.027,4400,11856,42544240,42544240,15244.293,6016,65504,118112784,118112784,0.4207493912639963
GFP CON,NA,6414.027,4400,11856,42544240,42544240,20243.646,3904,65504,132373200,132373200,0.3168414918933081
GFP CON,NA,6414.027,4400,11856,42544240,42544240,17282.605,4704,51376,114635520,114635520,0.37112616992635084
GFP CON,NA,6414.027,4400,11856,42544240,42544240,23428.331,7936,63200,113978832,113978832,0.2737722546262472
GFP CON,NA,6414.027,4400,11856,42544240,42544240,13788.642,5808,41520,86647824,86647824,0.4651674182272627
GFP CON,NA,7082.143,4864,15104,34454624,34454624,15244.293,6016,65504,118112784,118112784,0.464576677973849
GFP CON,NA,7082.143,4864,15104,34454624,34454624,20243.646,3904,65504,132373200,132373200,0.34984523044909993
GFP CON,NA,7082.143,4864,15104,34454624,34454624,17282.605,4704,51376,114635520,114635520,0.4097844624696335
GFP CON,NA,7082.143,4864,15104,34454624,34454624,23428.331,7936,63200,113978832,113978832,0.3022896936192339
GFP CON,NA,7082.143,4864,15104,34454624,34454624,13788.642,5808,41520,86647824,86647824,0.5136215009425874
GFP CON,NA,6379.226,4464,11712,40087056,40087056,15244.293,6016,65504,118112784,118112784,0.4184665041533904
GFP CON,NA,6379.226,4464,11712,40087056,40087056,20243.646,3904,65504,132373200,132373200,0.3151223845743993
GFP CON,NA,6379.226,4464,11712,40087056,40087056,17282.605,4704,51376,114635520,114635520,0.36911252672846484
GFP CON,NA,6379.226,4464,11712,40087056,40087056,23428.331,7936,63200,113978832,113978832,0.2722868308459531
GFP CON,NA,6379.226,4464,11712,40087056,40087056,13788.642,5808,41520,86647824,86647824,0.46264352936279
GFP FOG,NA,7459.799,4480,25888,138043584,138043584,12000.754,1984,24864,222073952,222073952,0.621610858784373
GFP FOG,NA,7459.799,4480,25888,138043584,138043584,12813.692,4224,25808,191090592,191090592,0.5821740525681436
GFP FOG,NA,7459.799,4480,25888,138043584,138043584,8368.39,1952,16272,67591488,67591488,0.891425829819117
GFP FOG,NA,7459.799,4480,25888,138043584,138043584,9905.934,3776,17584,82605584,82605584,0.7530636687060503
GFP FOG,NA,7459.799,4480,25888,138043584,138043584,18558.72,3440,48272,210214624,210214624,0.4019565465721774
GFP FOG,NA,7457.056,4624,21424,111207072,111207072,12000.754,1984,24864,222073952,222073952,0.62138228981279
GFP FOG,NA,7457.056,4624,21424,111207072,111207072,12813.692,4224,25808,191090592,191090592,0.5819599846788888
GFP FOG,NA,7457.056,4624,21424,111207072,111207072,8368.39,1952,16272,67591488,67591488,0.8910980487286085
GFP FOG,NA,7457.056,4624,21424,111207072,111207072,9905.934,3776,17584,82605584,82605584,0.7527867639739978
GFP FOG,NA,7457.056,4624,21424,111207072,111207072,18558.72,3440,48272,210214624,210214624,0.4018087454307193
GFP FOG,NA,6904.732,4784,12272,55769520,55769520,12000.754,1984,24864,222073952,222073952,0.5753581816609189
GFP FOG,NA,6904.732,4784,12272,55769520,55769520,12813.692,4224,25808,191090592,191090592,0.5388557802076092
GFP FOG,NA,6904.732,4784,12272,55769520,55769520,8368.39,1952,16272,67591488,67591488,0.8250968226863232
GFP FOG,NA,6904.732,4784,12272,55769520,55769520,9905.934,3776,17584,82605584,82605584,0.6970298812812603
GFP FOG,NA,6904.732,4784,12272,55769520,55769520,18558.72,3440,48272,210214624,210214624,0.37204785674874125
GFP FOG,NA,6510.34,4352,11520,54289728,54289728,12000.754,1984,24864,222073952,222073952,0.5424942466115046
GFP FOG,NA,6510.34,4352,11520,54289728,54289728,12813.692,4224,25808,191090592,191090592,0.5080768290669075
GFP FOG,NA,6510.34,4352,11520,54289728,54289728,8368.39,1952,16272,67591488,67591488,0.7779680440323647
GFP FOG,NA,6510.34,4352,11520,54289728,54289728,9905.934,3776,17584,82605584,82605584,0.6572161696211585
GFP FOG,NA,6510.34,4352,11520,54289728,54289728,18558.72,3440,48272,210214624,210214624,0.3507968221946341
GFP FOG,NA,8323.089,5376,18288,94275632,94275632,12000.754,1984,24864,222073952,222073952,0.6935471721193518
GFP FOG,NA,8323.089,5376,18288,94275632,94275632,12813.692,4224,25808,191090592,191090592,0.6495465163358071
GFP FOG,NA,8323.089,5376,18288,94275632,94275632,8368.39,1952,16272,67591488,67591488,0.994586652868712
GFP FOG,NA,8323.089,5376,18288,94275632,94275632,9905.934,3776,17584,82605584,82605584,0.8402124423603066
GFP FOG,NA,8323.089,5376,18288,94275632,94275632,18558.72,3440,48272,210214624,210214624,0.4484732244465135
GFP FOG,NA,8005.601,4832,23024,87629312,87629312,11677.502,3024,27968,127821936,127821936,0.6855576646443734
GFP FOG,NA,8005.601,4832,23024,87629312,87629312,16134.098,2896,31280,148724112,148724112,0.4961914201835144
GFP FOG,NA,8005.601,4832,23024,87629312,87629312,13530.301,2912,31312,150010448,150010448,0.59167944600789
GFP FOG,NA,8005.601,4832,23024,87629312,87629312,9815.466,6416,28368,43060448,43060448,0.8156108940726807
GFP FOG,NA,8005.601,4832,23024,87629312,87629312,17575.187,5696,42448,228108352,228108352,0.45550587882791793
GFP FOG,NA,8190.231,4528,19520,75497552,75497552,11677.502,3024,27968,127821936,127821936,0.7013684090998229
GFP FOG,NA,8190.231,4528,19520,75497552,75497552,16134.098,2896,31280,148724112,148724112,0.5076348860655241
GFP FOG,NA,8190.231,4528,19520,75497552,75497552,13530.301,2912,31312,150010448,150010448,0.6053251143488974
GFP FOG,NA,8190.231,4528,19520,75497552,75497552,9815.466,6416,28368,43060448,43060448,0.8344210045656517
GFP FOG,NA,8190.231,4528,19520,75497552,75497552,17575.187,5696,42448,228108352,228108352,0.46601103020980655
GFP FOG,NA,7296.055,4560,15152,80891360,80891360,11677.502,3024,27968,127821936,127821936,0.6247958681574193
GFP FOG,NA,7296.055,4560,15152,80891360,80891360,16134.098,2896,31280,148724112,148724112,0.45221338063026517
GFP FOG,NA,7296.055,4560,15152,80891360,80891360,13530.301,2912,31312,150010448,150010448,0.5392381884187204
GFP FOG,NA,7296.055,4560,15152,80891360,80891360,9815.466,6416,28368,43060448,43060448,0.7433223241769672
GFP FOG,NA,7296.055,4560,15152,80891360,80891360,17575.187,5696,42448,228108352,228108352,0.4151338475089909
GFP FOG,NA,6601.727,4592,15824,28961776,28961776,11677.502,3024,27968,127821936,127821936,0.5653372613423658
GFP FOG,NA,6601.727,4592,15824,28961776,28961776,16134.098,2896,31280,148724112,148724112,0.4091785608343274
GFP FOG,NA,6601.727,4592,15824,28961776,28961776,13530.301,2912,31312,150010448,150010448,0.4879216656007875
GFP FOG,NA,6601.727,4592,15824,28961776,28961776,9815.466,6416,28368,43060448,43060448,0.6725841646234626
GFP FOG,NA,6601.727,4592,15824,28961776,28961776,17575.187,5696,42448,228108352,228108352,0.3756276960239455
GFP FOG,NA,7922.542,5248,14272,102826672,102826672,11677.502,3024,27968,127821936,127821936,0.6784449276908708
GFP FOG,NA,7922.542,5248,14272,102826672,102826672,16134.098,2896,31280,148724112,148724112,0.4910433790596785
GFP FOG,NA,7922.542,5248,14272,102826672,102826672,13530.301,2912,31312,150010448,150010448,0.5855407060049884
GFP FOG,NA,7922.542,5248,14272,102826672,102826672,9815.466,6416,28368,43060448,43060448,0.8071488404116524
GFP FOG,NA,7922.542,5248,14272,102826672,102826672,17575.187,5696,42448,228108352,228108352,0.45077995471684024
GFP FOG,NA,7383.426,4720,13520,82487632,82487632,12291.967,3376,26896,137325856,137325856,0.6006708283548109
GFP FOG,NA,7383.426,4720,13520,82487632,82487632,13791.371,2496,24576,135320928,135320928,0.5353656282613237
GFP FOG,NA,7383.426,4720,13520,82487632,82487632,16414.672,2768,30128,116084560,116084560,0.4498064901936512
GFP FOG,NA,7383.426,4720,13520,82487632,82487632,10232.243,3248,19312,118141472,118141472,0.7215843095204053
GFP FOG,NA,7383.426,4720,13520,82487632,82487632,17085.805,7216,35856,185722704,185722704,0.43213802334745133
GFP FOG,NA,7495.532,4608,19072,73546160,73546160,12291.967,3376,26896,137325856,137325856,0.6097910936467694
GFP FOG,NA,7495.532,4608,19072,73546160,73546160,13791.371,2496,24576,135320928,135320928,0.54349433424711735
GFP FOG,NA,7495.532,4608,19072,73546160,73546160,16414.672,2768,30128,116084560,116084560,0.45663611188819375
GFP FOG,NA,7495.532,4608,19072,73546160,73546160,10232.243,3248,19312,118141472,118141472,0.7325404605813212
GFP FOG,NA,7495.532,4608,19072,73546160,73546160,17085.805,7216,35856,185722704,185722704,0.43869937647070184
GFP FOG,NA,7660.923,4848,15360,54178048,54178048,12291.967,3376,26896,137325856,137325856,0.6232463038665821
GFP FOG,NA,7660.923,4848,15360,54178048,54178048,13791.371,2496,24576,135320928,135320928,0.5554866880167316
GFP FOG,NA,7660.923,4848,15360,54178048,54178048,16414.672,2768,30128,116084560,116084560,0.46671191480402413
GFP FOG,NA,7660.923,4848,15360,54178048,54178048,10232.243,3248,19312,118141472,118141472,0.7487041697504643
GFP FOG,NA,7660.923,4848,15360,54178048,54178048,17085.805,7216,35856,185722704,185722704,0.44837940032676243
GFP FOG,NA,6770.177,4224,12912,78168464,78168464,12291.967,3376,26896,137325856,137325856,0.5507806032996997
GFP FOG,NA,6770.177,4224,12912,78168464,78168464,13791.371,2496,24576,135320928,135320928,0.49089949070328104
GFP FOG,NA,6770.177,4224,12912,78168464,78168464,16414.672,2768,30128,116084560,116084560,0.4124466818465821
GFP FOG,NA,6770.177,4224,12912,78168464,78168464,10232.243,3248,19312,118141472,118141472,0.6616513114475486
GFP FOG,NA,6770.177,4224,12912,78168464,78168464,17085.805,7216,35856,185722704,185722704,0.39624571391280655
GFP FOG,NA,9407.348,5216,26224,102257872,102257872,12291.967,3376,26896,137325856,137325856,0.765324866231743
GFP FOG,NA,9407.348,5216,26224,102257872,102257872,13791.371,2496,24576,135320928,135320928,0.6821184057770616
GFP FOG,NA,9407.348,5216,26224,102257872,102257872,16414.672,2768,30128,116084560,116084560,0.5731060602368419
GFP FOG,NA,9407.348,5216,26224,102257872,102257872,10232.243,3248,19312,118141472,118141472,0.9193827785364362
GFP FOG,NA,9407.348,5216,26224,102257872,102257872,17085.805,7216,35856,185722704,185722704,0.5505943676636834
GFP FOG,NA,7472.361,4640,14864,59323072,59323072,12509.692,4560,27808,99314448,99314448,0.5973257375161595
GFP FOG,NA,7472.361,4640,14864,59323072,59323072,13470.078,6592,20592,155417760,155417760,0.5547377676654879
GFP FOG,NA,7472.361,4640,14864,59323072,59323072,9225.686,2000,18160,86758352,86758352,0.8099518019581416
GFP FOG,NA,7472.361,4640,14864,59323072,59323072,9363.025,5264,14576,89276448,89276448,0.79807124300106
GFP FOG,NA,7472.361,4640,14864,59323072,59323072,16453.718,5136,41424,139560432,139560432,0.45414422442392655
GFP FOG,NA,7727.074,4960,17744,89154976,89154976,12509.692,4560,27808,99314448,99314448,0.6176869902152667
GFP FOG,NA,7727.074,4960,17744,89154976,89154976,13470.078,6592,20592,155417760,155417760,0.573647309243495
GFP FOG,NA,7727.074,4960,17744,89154976,89154976,9225.686,2000,18160,86758352,86758352,0.8375609141694178
GFP FOG,NA,7727.074,4960,17744,89154976,89154976,9363.025,5264,14576,89276448,89276448,0.8252753784166976
GFP FOG,NA,7727.074,4960,17744,89154976,89154976,16453.718,5136,41424,139560432,139560432,0.46962479848019756
GFP FOG,NA,6879.796,4848,14016,64697600,64697600,12509.692,4560,27808,99314448,99314448,0.5499572651349051
GFP FOG,NA,6879.796,4848,14016,64697600,64697600,13470.078,6592,20592,155417760,155417760,0.5107465598937141
GFP FOG,NA,6879.796,4848,14016,64697600,64697600,9225.686,2000,18160,86758352,86758352,0.7457218899494303
GFP FOG,NA,6879.796,4848,14016,64697600,64697600,9363.025,5264,14576,89276448,89276448,0.7347834700857896
GFP FOG,NA,6879.796,4848,14016,64697600,64697600,16453.718,5136,41424,139560432,139560432,0.4181301758058574
GFP FOG,NA,6520.048,4352,15008,62168656,62168656,12509.692,4560,27808,99314448,99314448,0.521199722583098
GFP FOG,NA,6520.048,4352,15008,62168656,62168656,13470.078,6592,20592,155417760,155417760,0.48403936487969856
GFP FOG,NA,6520.048,4352,15008,62168656,62168656,9225.686,2000,18160,86758352,86758352,0.706727716508019
GFP FOG,NA,6520.048,4352,15008,62168656,62168656,9363.025,5264,14576,89276448,89276448,0.6963612721316028
GFP FOG,NA,6520.048,4352,15008,62168656,62168656,16453.718,5136,41424,139560432,139560432,0.3962659381909912
GFP FOG,NA,8328.034,5200,19920,70638384,70638384,12509.692,4560,27808,99314448,99314448,0.665726542268187
GFP FOG,NA,8328.034,5200,19920,70638384,70638384,13470.078,6592,20592,155417760,155417760,0.6182617502289148
GFP FOG,NA,8328.034,5200,19920,70638384,70638384,9225.686,2000,18160,86758352,86758352,0.9027007856109562
GFP FOG,NA,8328.034,5200,19920,70638384,70638384,9363.025,5264,14576,89276448,89276448,0.8894597632709514
GFP FOG,NA,8328.034,5200,19920,70638384,70638384,16453.718,5136,41424,139560432,139560432,0.5061490661259661
GFP FOG,NA,7629.342,4592,15936,64345872,64345872,13636.982,2624,27744,115014304,115014304,0.5594597103670005
GFP FOG,NA,7629.342,4592,15936,64345872,64345872,11813.469,2368,31552,124620288,124620288,0.6458172447060216
GFP FOG,NA,7629.342,4592,15936,64345872,64345872,15238.971,2256,32064,211532160,211532160,0.5006467956399419
GFP FOG,NA,7629.342,4592,15936,64345872,64345872,9627.386,2592,20144,109781088,109781088,0.7924624607344091
GFP FOG,NA,7629.342,4592,15936,64345872,64345872,21485.085,4624,47840,160601008,160601008,0.3550994562041528
GFP FOG,NA,12254.071,4448,56240,129268192,129268192,13636.982,2624,27744,115014304,115014304,0.8985911252211083
GFP FOG,NA,12254.071,4448,56240,129268192,129268192,11813.469,2368,31552,124620288,124620288,1.0372965807080037
GFP FOG,NA,12254.071,4448,56240,129268192,129268192,15238.971,2256,32064,211532160,211532160,0.8041271946773835
GFP FOG,NA,12254.071,4448,56240,129268192,129268192,9627.386,2592,20144,109781088,109781088,1.2728347030024556
GFP FOG,NA,12254.071,4448,56240,129268192,129268192,21485.085,4624,47840,160601008,160601008,0.5703524561341042
GFP FOG,NA,7306.727,4496,12544,101424672,101424672,13636.982,2624,27744,115014304,115014304,0.5358023498161103
GFP FOG,NA,7306.727,4496,12544,101424672,101424672,11813.469,2368,31552,124620288,124620288,0.6185081621664221
GFP FOG,NA,7306.727,4496,12544,101424672,101424672,15238.971,2256,32064,211532160,211532160,0.47947640296710325
GFP FOG,NA,7306.727,4496,12544,101424672,101424672,9627.386,2592,20144,109781088,109781088,0.7589523262077577
GFP FOG,NA,7306.727,4496,12544,101424672,101424672,21485.085,4624,47840,160601008,160601008,0.3400836906160716
GFP FOG,NA,7414.202,4368,18704,84544144,84544144,13636.982,2624,27744,115014304,115014304,0.5436834924325632
GFP FOG,NA,7414.202,4368,18704,84544144,84544144,11813.469,2368,31552,124620288,124620288,0.6276058285673751
GFP FOG,NA,7414.202,4368,18704,84544144,84544144,15238.971,2256,32064,211532160,211532160,0.4865290445135699
GFP FOG,NA,7414.202,4368,18704,84544144,84544144,9627.386,2592,20144,109781088,109781088,0.7701157925941683
GFP FOG,NA,7414.202,4368,18704,84544144,84544144,21485.085,4624,47840,160601008,160601008,0.3450859980307269
GFP FOG,NA,9426.952,5376,24928,70466464,70466464,13636.982,2624,27744,115014304,115014304,0.6912784661591546
GFP FOG,NA,9426.952,5376,24928,70466464,70466464,11813.469,2368,31552,124620288,124620288,0.7979833865903402
GFP FOG,NA,9426.952,5376,24928,70466464,70466464,15238.971,2256,32064,211532160,211532160,0.6186081724284402
GFP FOG,NA,9426.952,5376,24928,70466464,70466464,9627.386,2592,20144,109781088,109781088,0.9791808492980336
GFP FOG,NA,9426.952,5376,24928,70466464,70466464,21485.085,4624,47840,160601008,160601008,0.43876726575668656
GFP FOG,NA,7727.427,4848,15136,63844000,63844000,18647.33,4624,37632,154064240,154064240,0.41439857609641695
GFP FOG,NA,7727.427,4848,15136,63844000,63844000,10423.078,2752,23168,86323936,86323936,0.7413766835477965
GFP FOG,NA,7727.427,4848,15136,63844000,63844000,16240.407,2720,32176,192789872,192789872,0.475814861043815
GFP FOG,NA,7727.427,4848,15136,63844000,63844000,8716.94,2976,15120,49590672,49590672,0.8864839037552168
GFP FOG,NA,7727.427,4848,15136,63844000,63844000,14431.785,3168,27040,167466432,167466432,0.5354449917317919
GFP FOG,NA,7140.395,4480,12400,59136752,59136752,18647.33,4624,37632,154064240,154064240,0.38291782255153956
GFP FOG,NA,7140.395,4480,12400,59136752,59136752,10423.078,2752,23168,86323936,86323936,0.6850562760827464
GFP FOG,NA,7140.395,4480,12400,59136752,59136752,16240.407,2720,32176,192789872,192789872,0.4396684762888024
GFP FOG,NA,7140.395,4480,12400,59136752,59136752,8716.94,2976,15120,49590672,49590672,0.8191400881501995
GFP FOG,NA,7140.395,4480,12400,59136752,59136752,14431.785,3168,27040,167466432,167466432,0.49476866513740336
GFP FOG,NA,7923.251,4496,19168,94056912,94056912,18647.33,4624,37632,154064240,154064240,0.4249000259018315
GFP FOG,NA,7923.251,4496,19168,94056912,94056912,10423.078,2752,23168,86323936,86323936,0.7601642240420728
GFP FOG,NA,7923.251,4496,19168,94056912,94056912,16240.407,2720,32176,192789872,192789872,0.4878726869345085
GFP FOG,NA,7923.251,4496,19168,94056912,94056912,8716.94,2976,15120,49590672,49590672,0.9089486677664409
GFP FOG,NA,7923.251,4496,19168,94056912,94056912,14431.785,3168,27040,167466432,167466432,0.5490139300162801
GFP FOG,NA,6447.198,4448,11984,36678112,36678112,18647.33,4624,37632,154064240,154064240,0.34574376063490053
GFP FOG,NA,6447.198,4448,11984,36678112,36678112,10423.078,2752,23168,86323936,86323936,0.6185502977143604
GFP FOG,NA,6447.198,4448,11984,36678112,36678112,16240.407,2720,32176,192789872,192789872,0.3969850016689853
GFP FOG,NA,6447.198,4448,11984,36678112,36678112,8716.94,2976,15120,49590672,49590672,0.7396171133448205
GFP FOG,NA,6447.198,4448,11984,36678112,36678112,14431.785,3168,27040,167466432,167466432,0.4467360066686138
GFP FOG,NA,7552.251,4896,16128,87636320,87636320,18647.33,4624,37632,154064240,154064240,0.405004416181834
GFP FOG,NA,7552.251,4896,16128,87636320,87636320,10423.078,2752,23168,86323936,86323936,0.7245701317787319
GFP FOG,NA,7552.251,4896,16128,87636320,87636320,16240.407,2720,32176,192789872,192789872,0.4650284318613444
GFP FOG,NA,7552.251,4896,16128,87636320,87636320,8716.94,2976,15120,49590672,49590672,0.8663878608777851
GFP FOG,NA,7552.251,4896,16128,87636320,87636320,14431.785,3168,27040,167466432,167466432,0.5233067842959135
GFP FOG,NA,7622.724,4816,17072,50027936,50027936,12094.481,2608,21376,79376080,79376080,0.6302646636924727
GFP FOG,NA,7622.724,4816,17072,50027936,50027936,13301.872,2704,33280,129546928,129546928,0.5730564840798348
GFP FOG,NA,7622.724,4816,17072,50027936,50027936,12369.763,1984,22640,86204880,86204880,0.6162384841164701
GFP FOG,NA,7622.724,4816,17072,50027936,50027936,11248.318,4784,20480,96679296,96679296,0.6776767868760468
GFP FOG,NA,7622.724,4816,17072,50027936,50027936,14458.387,2976,22288,86012944,86012944,0.5272181468098758
GFP FOG,NA,7397.89,4816,14176,72048048,72048048,12094.481,2608,21376,79376080,79376080,0.611674862278092
GFP FOG,NA,7397.89,4816,14176,72048048,72048048,13301.872,2704,33280,129546928,129546928,0.5561540510989732
GFP FOG,NA,7397.89,4816,14176,72048048,72048048,12369.763,1984,22640,86204880,86204880,0.598062388099109
GFP FOG,NA,7397.89,4816,14176,72048048,72048048,11248.318,4784,20480,96679296,96679296,0.6576885539686912
GFP FOG,NA,7397.89,4816,14176,72048048,72048048,14458.387,2976,22288,86012944,86012944,0.5116677261440021
GFP FOG,NA,7202.934,4896,13728,50197248,50197248,12094.481,2608,21376,79376080,79376080,0.5955554438425262
GFP FOG,NA,7202.934,4896,13728,50197248,50197248,13301.872,2704,33280,129546928,129546928,0.5414977681336883
GFP FOG,NA,7202.934,4896,13728,50197248,50197248,12369.763,1984,22640,86204880,86204880,0.5823016981004405
GFP FOG,NA,7202.934,4896,13728,50197248,50197248,11248.318,4784,20480,96679296,96679296,0.6403565404178652
GFP FOG,NA,7202.934,4896,13728,50197248,50197248,14458.387,2976,22288,86012944,86012944,0.4981837877212721
GFP FOG,NA,6807.45,4448,16080,58510032,58510032,12094.481,2608,21376,79376080,79376080,0.5628559009683839
GFP FOG,NA,6807.45,4448,16080,58510032,58510032,13301.872,2704,33280,129546928,129546928,0.5117663137940284
GFP FOG,NA,6807.45,4448,16080,58510032,58510032,12369.763,1984,22640,86204880,86204880,0.5503298648486635
GFP FOG,NA,6807.45,4448,16080,58510032,58510032,11248.318,4784,20480,96679296,96679296,0.60519715036505906
GFP FOG,NA,6807.45,4448,16080,58510032,58510032,14458.387,2976,22288,86012944,86012944,0.47083052902097583
GFP FOG,NA,8095.088,5296,30032,48157680,48157680,12094.481,2608,21376,79376080,79376080,0.6693208249283289
GFP FOG,NA,8095.088,5296,30032,48157680,48157680,13301.872,2704,33280,129546928,129546928,0.6085675760524534
GFP FOG,NA,8095.088,5296,30032,48157680,48157680,12369.763,1984,22640,86204880,86204880,0.6544254728243378
GFP FOG,NA,8095.088,5296,30032,48157680,48157680,11248.318,4784,20480,96679296,96679296,0.7196709765851215
GFP FOG,NA,8095.088,5296,30032,48157680,48157680,14458.387,2976,22288,86012944,86012944,0.5598887344763976
GFP FOG,NA,8623.856,4864,18416,85988464,85988464,21625.944,4400,64736,215632288,215632288,0.39877362116539283
GFP FOG,NA,8623.856,4864,18416,85988464,85988464,17486.465,7632,27808,253011664,253011664,0.49317320567650463
GFP FOG,NA,8623.856,4864,18416,85988464,85988464,10606.857,3136,18160,89097600,89097600,0.8130453724416196
GFP FOG,NA,8623.856,4864,18416,85988464,85988464,8631.909,3216,18528,77152000,77152000,0.9990670661611469
GFP FOG,NA,8623.856,4864,18416,85988464,85988464,16674.384,3632,48992,108216752,108216752,0.5171918794721293
GFP FOG,NA,7480.07,4624,17296,108229136,108229136,21625.944,4400,64736,215632288,215632288,0.345884091811206
GFP FOG,NA,7480.07,4624,17296,108229136,108229136,17486.465,7632,27808,253011664,253011664,0.42776341587622196
GFP FOG,NA,7480.07,4624,17296,108229136,108229136,10606.857,3136,18160,89097600,89097600,0.7052107895863968
GFP FOG,NA,7480.07,4624,17296,108229136,108229136,8631.909,3216,18528,77152000,77152000,0.8665603402445508
GFP FOG,NA,7480.07,4624,17296,108229136,108229136,16674.384,3632,48992,108216752,108216752,0.448596481885028
GFP FOG,NA,8215.771,4960,20528,69012480,69012480,21625.944,4400,64736,215632288,215632288,0.37990346224886185
GFP FOG,NA,8215.771,4960,20528,69012480,69012480,17486.465,7632,27808,253011664,253011664,0.46983601316789875
